slug,date,open,high,low,close,currency
JPY/ILS,2021-08-24,0.029423,0.029431,0.029274,0.029423,ILS
AUD/THB,2021-08-24,23.94309,23.977289,23.76483,23.944708,THB
GBP/VND,2021-08-24,30812.011719,30818.654297,30812.011719,30753.980469,VND
GBP/TND,2021-08-24,3.820301,3.825594,3.820301,3.81195,TND
AUD/SGD,2021-08-24,0.97777,0.98447,0.9764,0.9772,SGD
AUD/DKK,2021-08-24,4.5626,4.5972,4.5609,4.5626,DKK
JPY/IDR,2021-08-24,130.437698,130.437698,130.437698,131.179306,IDR
JPY/INR,2021-08-24,0.675346,0.677174,0.674051,0.675326,INR
USD/BDT,2021-08-24,83.515442,83.743752,83.515442,83.600906,BDT
GBP/SCR,2021-08-24,17.108137,17.111511,16.406273,17.525412,SCR
JPY/RUB,2021-08-24,0.675406,0.675584,0.671841,0.675433,RUB
INR/TWD,2021-08-24,0.365403,0.365403,0.365253,0.365542,TWD
GBP/EUR,2021-08-24,1.1682,1.17051,1.1663,1.16832,EUR
USD/BRL,2021-08-24,5.3801,5.3814,5.2563,5.3799,BRL
CHF/EUR,2021-08-24,0.93314,0.93446,0.93214,0.933167,EUR
AUD/PKR,2021-08-24,118.848763,118.848763,118.848763,118.059502,PKR
GBP/NZD,2021-08-24,1.99046,1.99352,1.97239,1.9903,NZD
USD/PLN,2021-08-24,3.90096,3.90865,3.8843,3.90106,PLN
CHF/CAD,2021-08-24,1.38666,1.38681,1.37967,1.38673,CAD
GBP/TWD,2021-08-24,38.288303,38.418552,38.263889,38.291634,TWD
EUR/OMR,2021-08-24,0.45081,0.45129,0.44946,0.45069,OMR
INR/HKD,2021-08-24,0.105093,0.105151,0.104908,0.10508,HKD
USD/KZT,2021-08-24,422.543365,422.543365,422.22403,423.001007,KZT
CHF/JPY,2021-08-24,120.202492,120.338188,120.053902,120.192001,JPY
CHF/NZD,2021-08-24,1.58979,1.59186,1.57461,1.58976,NZD
CHF/HUF,2021-08-24,326.339996,326.465118,324.189301,326.32547,HUF
USD/DKK,2021-08-24,6.33073,6.34105,6.32115,6.33106,DKK
GBP/USD,2021-08-24,1.372458,1.374759,1.369582,1.372476,USD
EUR/GHS,2021-08-24,7.0587,7.0635,7.0587,7.0587,USD
EUR/PEN,2021-08-24,4.7479,4.7479,4.7359,4.7479,PEN
USD/TWD,2021-08-24,27.902599,27.993,27.885,27.901199,TWD
GBP/SGD,2021-08-24,1.86143,1.8644,1.8568,1.86137,SGD
CHF/THB,2021-08-24,36.407078,36.449734,35.958191,36.407078,THB
INR/CAD,2021-08-24,0.017068,0.017081,0.016968,0.017066,CAD
USD/PHP,2021-08-24,50.264999,50.264999,49.880001,50.27,PHP
INR/GBP,2021-08-24,0.009836,0.009848,0.009812,0.009832,GBP
USD/LKR,2021-08-24,196.577118,196.577118,196.444031,196.790863,LKR
GBP/RON,2021-08-24,5.757346,5.767538,5.747019,5.759247,USD
EUR/TND,2021-08-24,3.2697,3.2749,3.2697,3.2697,TND
USD/IQD,2021-08-24,1432.062744,1457.0,1432.062744,1457.0,IQD
GBP/IDR,2021-08-24,19802.660156,19848.537109,19712.154297,19802.794922,IDR
INR/EUR,2021-08-25,0.011463,0.011481,0.011442,0.011465,EUR
JPY/USD,2021-08-25,0.009112,0.009117,0.009083,0.009113,USD
AUD/HKD,2021-08-25,5.6463,5.65665,5.632937,5.644824,HKD
EUR/SGD,2021-08-25,1.59158,1.59166,1.5878,1.59161,SGD
USD/MZN,2021-08-25,63.09,63.09,63.09,63.09,MZN
EUR/BSD,2021-08-25,1.1666,1.1677,1.1666,1.1666,BSD
GBP/VND,2021-08-25,30823.695313,30823.695313,30816.775391,30818.654297,VND
USD/AED,2021-08-25,3.6722,3.6729,3.672,3.6722,AED
USD/HKD,2021-08-25,7.788,7.78899,7.7824,7.7878,HKD
GBP/RUB,2021-08-25,101.251778,101.661003,101.054382,101.236183,RUB
GBP/ZAR,2021-08-25,20.56089,20.631701,20.463221,20.55825,ZAR
EUR/JOD,2021-08-25,0.8251,0.8261,0.824,0.8259,JOD
AUD/ARS,2021-08-25,70.585434,70.828697,70.467926,70.578033,ARS
USD/UZS,2021-08-25,10580.0,10626.526367,10580.0,10580.0,UZS
JPY/CZK,2021-08-25,0.196834,0.198493,0.196775,0.196855,CZK
EUR/GBP,2021-08-25,0.85625,0.85684,0.8551,0.85624,GBP
USD/SDG,2021-08-25,442.0,442.0,441.0,442.0,SDG
USD/NIO,2021-08-25,34.671448,34.697205,34.671448,35.0,NIO
JPY/IDR,2021-08-25,130.422195,130.422195,130.422195,130.437698,IDR
GBP/KRW,2021-08-25,1596.859375,1603.212891,1595.789063,1595.459839,KRW
CHF/SZL,2021-08-25,16.295923,16.295923,16.151062,16.334253,SZL
AUD/SGD,2021-08-25,0.98168,0.98339,0.9793,0.98157,SGD
EUR/MYR,2021-08-25,4.8708,4.8708,4.8597,4.8708,MYR
EUR/THB,2021-08-25,38.612,38.705002,38.325001,38.618,THB
GBP/TWD,2021-08-25,38.290585,38.364655,38.236351,38.280518,TWD
GBP/BRL,2021-08-25,7.194245,7.224391,7.153076,7.199786,BRL
GBP/SCR,2021-08-25,16.408783,16.792618,16.360716,16.43103,SCR
JPY/ARS,2021-08-25,0.887114,0.887688,0.885071,0.88731,ARS
USD/BDT,2021-08-25,83.7491,83.823441,83.7491,83.743752,BDT
GBP/NZD,2021-08-25,1.97764,1.97895,1.97033,1.97811,NZD
JPY/INR,2021-08-25,0.675099,0.676767,0.673134,0.67508,INR
USD/CHF,2021-08-25,0.91307,0.91569,0.91258,0.9131,CHF
EUR/IQD,2021-08-25,1682.26001,1683.930054,1682.26001,1682.26001,IQD
EUR/SCR,2021-08-25,14.046,14.377,14.006,14.074,SCR
CHF/GBP,2021-08-25,0.7977,0.79873,0.79613,0.79777,GBP
EUR/UAH,2021-08-25,31.017099,31.0945,31.017099,31.017099,UAH
GBP/TTD,2021-08-25,9.144977,9.148619,9.144977,9.142734,TTD
GBP/CRC,2021-08-25,851.957397,853.433655,850.722595,851.895325,CRC
EUR/HUF,2021-08-25,347.868988,349.046997,347.122009,347.871002,HUF
GBP/DZD,2021-08-25,185.007599,185.215668,183.511948,185.017639,DZD
USD/MGA,2021-08-25,3878.483887,3880.27832,3878.483887,3795.0,MGA
EUR/NZD,2021-08-25,1.69372,1.69372,1.68618,1.69407,NZD
CHF/IDR,2021-08-25,15683.519531,15683.519531,15683.519531,15687.330078,IDR
GBP/ALL,2021-08-25,139.350922,139.374573,139.350922,139.314285,ALL
GBP/SGD,2021-08-25,1.85859,1.86005,1.8543,1.85859,SGD
EUR/CLP,2021-08-25,906.536621,906.536621,905.308472,906.536621,CLP
JPY/MYR,2021-08-25,0.038381,0.038397,0.038213,0.038449,MYR
USD/BWP,2021-08-25,11.113089,11.113089,11.064433,11.112284,BWP
INR/CAD,2021-08-25,0.016982,0.017031,0.01697,0.016988,CAD
USD/PHP,2021-08-25,50.115002,50.145,49.633259,49.886837,PHP
GBP/TRY,2021-08-25,11.543196,11.561692,11.48115,11.54278,TRY
CHF/JPY,2021-08-25,120.176003,120.441933,119.899063,120.147194,JPY
AUD/USD,2021-08-25,0.72505,0.726728,0.72376,0.72488,USD
INR/GBP,2021-08-25,0.009824,0.009835,0.009801,0.009823,GBP
CHF/SGD,2021-08-25,1.482677,1.48276,1.479063,1.48285,SGD
EUR/DKK,2021-08-25,7.4363,7.4369,7.43564,7.43634,DKK
GBP/USD,2021-08-25,1.372778,1.374287,1.369919,1.372552,USD
EUR/NIO,2021-08-25,40.709999,40.750999,40.709999,40.709999,NIO
GBP/BWP,2021-08-25,15.246809,15.246809,15.183707,15.243068,BWP
JPY/CAD,2021-08-25,0.011471,0.011505,0.011455,0.011479,CAD
USD/UYU,2021-08-25,42.712543,42.712543,42.477333,42.717636,UYU
USD/SEK,2021-08-25,8.68738,8.72082,8.68052,8.68261,SEK
CHF/INR,2021-08-25,81.126381,81.285904,80.967369,81.116737,INR
GBP/XOF,2021-08-25,766.461609,766.461609,766.443665,766.260132,XOF
USD/EGP,2021-08-25,15.6696,15.716252,15.57317,15.6713,EGP
GBP/ILS,2021-08-25,4.415221,4.443926,4.4073,4.415236,ILS
CHF/CZK,2021-08-25,23.6555,23.795,23.6399,23.657,CZK
USD/XPF,2021-08-25,101.5,101.550003,101.5,101.5,XPF
CHF/NOK,2021-08-25,9.6648,9.6894,9.64616,9.67063,NOK
EUR/SVC,2021-08-25,10.029,10.039,10.029,10.029,SVC
AUD/SEK,2021-08-25,6.29846,6.324413,6.2916,6.297843,SEK
USD/NZD,2021-08-25,1.44078,1.44265,1.43532,1.44132,NZD
GBP/MVR,2021-08-25,20.724676,20.800583,20.724676,20.731791,MVR
USD/QAR,2021-08-25,3.64,3.64,3.6395,3.64,QAR
USD/JMD,2021-08-25,151.744202,151.744202,151.260773,151.735153,JMD
GBP/PYG,2021-08-25,9348.290039,9361.990234,9348.290039,9345.996094,PYG
AUD/JPY,2021-08-25,79.566002,79.991997,79.388374,79.532997,JPY
GBP/IQD,2021-08-25,1965.658813,1967.518188,1965.658813,1965.165161,IQD
GBP/JPY,2021-08-25,150.628006,151.205002,150.419998,150.587997,JPY
AUD/NOK,2021-08-25,6.398814,6.422511,6.3905,6.398929,NOK
GBP/TND,2021-08-25,3.8266,3.8266,3.809312,3.825594,TND
USD/MWK,2021-08-25,808.702332,809.280762,808.702332,801.0,MWK
EUR/BOB,2021-08-25,7.8919,7.9115,7.8919,7.8919,BOB
INR/THB,2021-08-25,0.443121,0.444573,0.439474,0.44296,THB
USD/MKD,2021-08-25,51.623482,52.114975,51.623482,52.029415,MKD
USD/MXN,2021-08-25,20.2024,20.347589,20.160601,20.2061,MXN
GBP/PEN,2021-08-25,5.618124,5.63647,5.610816,5.617715,PEN
EUR/SZL,2021-08-25,17.500601,17.500601,17.333401,17.500601,SZL
GBP/BZD,2021-08-25,2.705693,2.708318,2.705693,2.70503,BZD
GBP/CZK,2021-08-25,29.6513,29.8325,29.6513,29.6472,CZK
AUD/HUF,2021-08-25,214.559998,215.589996,214.309998,214.550003,HUF
GBP/NGN,2021-08-25,564.886719,565.554749,563.864685,564.84552,NGN
GBP/PLN,2021-08-25,5.33973,5.34807,5.33271,5.33875,PLN
EUR/TRY,2021-08-25,9.88617,9.89386,9.82411,9.88432,TRY
GBP/MWK,2021-08-25,1109.51416,1110.574951,1109.51416,1109.242065,MWK
USD/SGD,2021-08-25,1.35404,1.35592,1.3521,1.35425,SGD
JPY/TWD,2021-08-25,0.246777,0.246777,0.246585,0.24713,TWD
JPY/THB,2021-08-25,0.29942,0.300219,0.297274,0.299308,THB
EUR/PHP,2021-08-25,58.694,58.727001,58.276001,58.632,PHP
USD/BYN,2021-08-25,2.499223,2.502054,2.499223,2.4995,BYN
EUR/USD,2021-08-25,1.175503,1.176055,1.172855,1.175309,USD
AUD/TWD,2021-08-25,19.649563,19.65801,19.649563,19.632648,TWD
CHF/ILS,2021-08-25,3.523048,3.542033,3.513715,3.52272,ILS
USD/IDR,2021-08-25,14448.700195,14448.700195,14363.200195,14448.700195,IDR
JPY/NOK,2021-08-25,0.080254,0.080609,0.079952,0.080306,NOK
EUR/CAD,2021-08-25,1.48023,1.48471,1.47907,1.48054,CAD
EUR/SAR,2021-08-25,4.4051,4.4055,4.3935,4.404,SAR
GBP/SAR,2021-08-25,5.142313,5.147516,5.131454,5.142847,SAR
USD/XOF,2021-08-25,558.658264,558.658264,558.510803,556.0,XOF
GBP/JMD,2021-08-25,208.197006,208.197006,207.574966,208.142288,JMD
USD/MMK,2021-08-25,1626.450317,1627.383179,1626.450317,1626.644287,MMK
CHF/MXN,2021-08-25,22.123978,22.266392,22.065536,22.1252,MXN
GBP/BDT,2021-08-25,114.902115,115.04525,114.902115,114.875267,BDT
EUR/LBP,2021-08-25,1734.699951,1760.0,1734.699951,1734.699951,LBP
GBP/ARS,2021-08-25,133.619934,133.882156,133.358017,133.626266,ARS
EUR/COP,2021-08-25,4505.799805,4505.799805,4492.700195,4505.799805,COP
USD/THB,2021-08-25,32.869999,32.984001,32.68,32.876999,THB
JPY/BRL,2021-08-25,0.0478,0.047906,0.047502,0.047806,BRL
GBP/THB,2021-08-25,45.102184,45.245464,44.817387,45.096836,THB
GBP/INR,2021-08-25,101.799171,102.006943,101.663475,101.799171,INR
USD/NGN,2021-08-25,411.089996,411.339996,411.040009,411.089996,NGN
GBP/DJF,2021-08-25,238.868927,239.097031,238.868927,238.806152,DJF
EUR/MOP,2021-08-25,9.2144,9.2188,9.2144,9.2144,MOP
GBP/KZT,2021-08-25,579.218872,581.261414,579.218872,579.06665,KZT
USD/TND,2021-08-25,2.801,2.802,2.795,2.801,TND
USD/CNY,2021-08-25,6.4699,6.4783,6.4675,6.4699,CNY
USD/BRL,2021-08-25,5.2459,5.2667,5.2263,5.2458,BRL
GBP/EUR,2021-08-25,1.16769,1.1692,1.1668,1.16772,EUR
USD/KWD,2021-08-25,0.3004,0.30049,0.3004,0.3004,KWD
INR/KRW,2021-08-25,15.689786,15.74952,15.678997,15.678188,KRW
CHF/BRL,2021-08-25,5.744048,5.763958,5.710002,5.742317,BRL
EUR/GHS,2021-08-25,7.0635,7.0704,7.0635,7.0635,USD
JPY/PKR,2021-08-25,1.495293,1.501117,1.495293,1.494475,PKR
USD/BND,2021-08-25,1.334054,1.334054,1.332227,1.334213,BND
USD/ILS,2021-08-25,3.21687,3.23862,3.2154,3.21687,ILS
USD/ETB,2021-08-25,45.307617,45.370655,45.307617,45.099998,ETB
USD/MAD,2021-08-25,8.976,8.976,8.691294,8.976,MAD
GBP/XPF,2021-08-25,139.397934,139.558853,139.110535,139.375931,XPF
EUR/JPY,2021-08-25,128.996994,129.388,128.75,128.957001,JPY
EUR/OMR,2021-08-25,0.45071,0.45117,0.44995,0.45102,OMR
GBP/UGX,2021-08-25,4796.307617,4799.583984,4796.307617,4795.046875,UGX
CHF/EUR,2021-08-25,0.93157,0.932323,0.93006,0.931619,EUR
INR/AUD,2021-08-25,0.0186,0.018624,0.018539,0.018606,AUD
GBP/SZL,2021-08-25,20.448807,20.448807,20.252966,20.44379,SZL
AUD/FJD,2021-08-25,1.516487,1.516487,1.516487,1.51183,FJD
USD/CZK,2021-08-25,21.703199,21.768,21.599001,21.605,CZK
GBP/AUD,2021-08-25,1.8928,1.89484,1.8883,1.89321,AUD
USD/VND,2021-08-25,22820.0,22820.0,22468.732422,22820.0,VND
GBP/MYR,2021-08-25,5.782339,5.782722,5.759571,5.789799,MYR
EUR/RUB,2021-08-25,86.741997,87.051697,86.5,86.7285,RUB
AUD/ILS,2021-08-25,2.332419,2.348757,2.326508,2.332001,ILS
AUD/PKR,2021-08-25,118.848763,119.50296,118.848763,118.059502,PKR
USD/INR,2021-08-25,74.144897,74.301804,74.094299,74.144798,INR
EUR/PLN,2021-08-25,4.5726,4.57817,4.5618,4.57168,PLN
GBP/OMR,2021-08-25,0.526527,0.527294,0.525606,0.526683,OMR
EUR/ARS,2021-08-25,114.4617,114.624199,114.179901,114.432404,ARS
EUR/MAD,2021-08-25,10.2051,10.2095,10.2051,10.2051,MAD
USD/LKR,2021-08-25,196.420609,196.533951,196.420609,196.444031,LKR
CHF/BWP,2021-08-25,12.150383,12.150383,12.108497,12.177313,BWP
INR/HKD,2021-08-25,0.105032,0.105051,0.104741,0.105028,HKD
EUR/AED,2021-08-25,4.3118,4.316,4.3074,4.3149,AED
USD/PLN,2021-08-25,3.89017,3.90344,3.882,3.8887,PLN
GBP/BSD,2021-08-25,1.363129,1.364383,1.363129,1.362795,BSD
EUR/TWD,2021-08-25,31.820499,31.820499,31.8102,31.820499,TWD
GBP/IDR,2021-08-25,19830.5,19839.212891,19721.408203,19830.550781,IDR
EUR/HKD,2021-08-25,9.15425,9.15649,9.1276,9.15249,HKD
EUR/ZAR,2021-08-25,17.607121,17.6579,17.51054,17.60445,ZAR
USD/CRC,2021-08-25,608.756775,609.463806,608.756775,608.831909,CRC
USD/EUR,2021-08-25,0.8507,0.85262,0.8503,0.85084,EUR
CHF/NZD,2021-08-25,1.57774,1.57774,1.57046,1.57823,NZD
GBP/NOK,2021-08-25,12.114759,12.155447,12.0939,12.116055,NOK
AUD/GBP,2021-08-25,0.52813,0.52941,0.5275,0.52808,GBP
USD/GBP,2021-08-25,0.72845,0.72997,0.72765,0.72857,GBP
AUD/CZK,2021-08-25,15.661,15.7848,15.661,15.658,CZK
GBP/PGK,2021-08-25,4.782406,4.787755,4.782406,4.781903,PGK
USD/TRY,2021-08-25,8.4127,8.4211,8.371,8.4118,TRY
CHF/DKK,2021-08-25,6.9279,6.9343,6.915,6.9285,DKK
USD/KRW,2021-08-25,1163.300049,1168.359985,1162.550049,1163.469971,KRW
EUR/SEK,2021-08-25,10.21141,10.2341,10.1956,10.21126,SEK
USD/AUD,2021-08-25,1.379215,1.381673,1.37603,1.379539,AUD
USD/CAD,2021-08-25,1.25931,1.26401,1.2587,1.2596,CAD
GBP/UAH,2021-08-25,36.24234,36.329807,36.24234,36.232815,UAH
JPY/HKD,2021-08-25,0.070966,0.070972,0.070694,0.070972,HKD
USD/DKK,2021-08-25,6.32645,6.34057,6.32355,6.3275,DKK
EUR/BND,2021-08-25,1.5664,1.5664,1.5649,1.5664,BND
GBP/ZMW,2021-08-25,22.910643,22.910643,22.555136,22.905022,USD
AUD/BRL,2021-08-25,3.803835,3.819643,3.789563,3.8013,BRL
EUR/BWP,2021-08-25,13.0486,13.0486,12.9949,13.0486,BWP
GBP/BHD,2021-08-25,0.513788,0.514589,0.513153,0.513934,BHD
GBP/BBD,2021-08-25,2.710367,2.712991,2.710367,2.709702,BBD
JPY/PLN,2021-08-25,0.035449,0.035513,0.035322,0.035446,PLN
CHF/ZAR,2021-08-25,16.402367,16.445536,16.319103,16.402399,ZAR
EUR/KRW,2021-08-25,1367.290039,1370.48999,1366.01001,1367.199951,KRW
AUD/CAD,2021-08-25,0.913,0.917527,0.9125,0.91302,CAD
JPY/GBP,2021-08-25,0.006619,0.006627,0.006592,0.00662,GBP
USD/GTQ,2021-08-25,7.565673,7.571383,7.565673,7.56664,GTQ
EUR/NOK,2021-08-25,10.37411,10.404,10.34807,10.37516,NOK
CHF/THB,2021-08-25,35.979446,36.043209,35.693031,35.967743,THB
USD/TTD,2021-08-25,6.665588,6.666638,6.665588,6.665105,TTD
EUR/PEN,2021-08-25,4.7359,4.7359,4.7311,4.7359,PEN
EUR/INR,2021-08-25,87.077003,87.234001,86.944,87.063004,INR
GBP/TZS,2021-08-25,2864.289551,2864.289551,2852.481201,2870.579834,TZS
JPY/KRW,2021-08-25,10.601465,10.6508,10.566917,10.593628,KRW
INR/TWD,2021-08-25,0.365513,0.365513,0.364934,0.365253,TWD
GBP/LKR,2021-08-25,269.48291,269.737152,269.48291,269.415222,LKR
USD/PEN,2021-08-25,4.033385,4.033385,4.028268,4.091,PEN
INR/ZAR,2021-08-25,0.202016,0.202773,0.200779,0.202018,ZAR
EUR/BRL,2021-08-25,6.1648,6.1866,6.1314,6.1632,BRL
GBP/FJD,2021-08-25,2.869667,2.869667,2.869667,2.860026,FJD
GBP/CNY,2021-08-25,8.873207,8.880799,8.826079,8.870944,CNY
GBP/HKD,2021-08-25,10.68996,10.69737,10.6619,10.68816,HKD
USD/MDL,2021-08-25,17.400791,17.448393,17.400791,17.402718,MDL
INR/MYR,2021-08-25,0.056808,0.056808,0.056576,0.056875,MYR
CHF/AUD,2021-08-25,1.510277,1.511373,1.504212,1.51054,AUD
USD/IQD,2021-08-25,1432.716553,1433.55896,1432.716553,1458.0,IQD
AUD/IDR,2021-08-25,10473.384766,10481.154297,10339.790039,10484.341797,IDR
GBP/CUP,2021-08-25,32.875881,32.907246,32.875881,32.868198,CUP
USD/ISK,2021-08-25,126.769997,127.040001,125.940002,126.800003,ISK
USD/KZT,2021-08-25,422.180878,423.584991,422.180878,422.22403,KZT
EUR/FJD,2021-08-25,2.4577,2.4603,2.4554,2.4597,FJD
AUD/KRW,2021-08-25,843.450012,847.493713,843.288147,842.667175,KRW
GBP/BND,2021-08-25,1.83012,1.83012,1.828443,1.829821,BND
EUR/KZT,2021-08-25,495.709991,497.48999,495.709991,495.709991,KZT
EUR/TND,2021-08-25,3.2749,3.2749,3.2602,3.2749,TND
GBP/HNL,2021-08-25,32.760384,32.776375,32.555061,32.757996,HNL
EUR/AUD,2021-08-25,1.62113,1.62201,1.6171,1.62135,AUD
USD/SOS,2021-08-25,571.0,573.0,571.0,571.0,SOS
GBP/CAD,2021-08-25,1.72855,1.73442,1.728,1.72877,CAD
USD/MUR,2021-08-25,41.400002,41.849998,41.117195,41.400002,MUR
USD/CLP,2021-08-25,782.070007,784.72998,780.650024,782.070007,CLP
EUR/PKR,2021-08-25,192.540298,193.052795,192.540298,193.545731,PKR
GBP/MOP,2021-08-25,10.766687,10.771514,10.766687,10.763983,MOP
USD/GHS,2021-08-25,6.015713,6.020052,5.98,5.99,GHS
GBP/HTG,2021-08-25,131.704514,136.687378,131.514175,131.694916,HTG
EUR/RON,2021-08-25,4.9283,4.9303,4.9238,4.9285,USD
GBP/CLP,2021-08-25,1074.038208,1076.029907,1072.067749,1073.959961,CLP
GBP/BMD,2021-08-25,1.375847,1.377641,1.37309,1.375747,BMD
JPY/CNY,2021-08-25,0.058856,0.058963,0.058555,0.058902,CNY
GBP/DKK,2021-08-25,8.6838,8.6937,8.6771,8.684,DKK
GBP/MUR,2021-08-25,56.840805,57.43774,56.353657,56.820911,MUR
USD/DJF,2021-08-25,174.106705,174.231033,174.106705,177.720001,DJF
CHF/MYR,2021-08-25,4.61263,4.61263,4.591742,4.619876,MYR
USD/UAH,2021-08-25,26.416304,26.475233,26.416304,26.41923,UAH
EUR/MKD,2021-08-25,60.615002,61.165001,60.615002,61.165001,MKD
AUD/DKK,2021-08-25,4.5853,4.5982,4.5836,4.5863,DKK
EUR/KYD,2021-08-25,0.958,0.9589,0.958,0.958,KYD
INR/CNY,2021-08-25,0.087162,0.087238,0.086659,0.087166,CNY
INR/JPY,2021-08-25,1.479973,1.484165,1.476052,1.479518,JPY
EUR/CNY,2021-08-25,7.598,7.6051,7.5538,7.5965,CNY
USD/BGN,2021-08-25,1.656989,1.659844,1.65265,1.6541,BGN
GBP/MXN,2021-08-25,27.7302,27.9212,27.668427,27.731501,MXN
EUR/CHF,2021-08-25,1.0733,1.0749,1.0723,1.07315,CHF
USD/COP,2021-08-25,3865.25,3875.449951,3825.283691,3865.25,COP
INR/CHF,2021-08-25,0.012315,0.012339,0.012287,0.012315,CHF
EUR/MGA,2021-08-25,4553.97998,4557.290039,4553.97998,4553.97998,USD
GBP/GTQ,2021-08-25,10.618635,10.632722,10.603199,10.617862,GTQ
EUR/MXN,2021-08-25,23.7467,23.906099,23.681499,23.747,MXN
USD/NOK,2021-08-25,8.8258,8.86033,8.8143,8.8309,NOK
EUR/BMD,2021-08-25,1.1706,1.1717,1.1706,1.1706,BMD
JPY/RUB,2021-08-25,0.672144,0.673209,0.670493,0.672185,RUB
AUD/ZAR,2021-08-25,10.86,10.894155,10.812,10.857628,ZAR
GBP/ISK,2021-08-25,174.016296,174.286438,172.862717,174.031204,ISK
GBP/BIF,2021-08-25,2687.720459,2690.545654,2687.720459,2687.296631,BIF
AUD/PLN,2021-08-25,2.82036,2.82962,2.81769,2.81955,PLN
GBP/AED,2021-08-25,5.038244,5.041212,5.032413,5.042465,AED
GBP/XAF,2021-08-25,766.466064,766.466064,766.439209,766.269104,XAF
GBP/PKR,2021-08-25,225.089218,226.063553,225.089218,224.976501,PKR
AUD/MXN,2021-08-25,14.64685,14.767567,14.619427,14.6458,MXN
JPY/AUD,2021-08-25,0.012549,0.012588,0.01248,0.012572,AUD
GBP/SEK,2021-08-25,11.9216,11.9583,11.9149,11.9217,SEK
USD/TWD,2021-08-25,27.894501,27.954,27.8829,27.893101,TWD
CHF/USD,2021-08-25,1.095206,1.095794,1.092073,1.09517,USD
USD/ARS,2021-08-25,97.348801,97.522408,97.283737,97.3601,ARS
GBP/PHP,2021-08-25,68.544937,68.652023,68.063538,68.468529,PHP
EUR/CZK,2021-08-25,25.5263,25.559999,25.389799,25.527,CZK
USD/RUB,2021-08-25,73.760399,74.055,73.630898,73.761497,RUB
USD/RSD,2021-08-25,99.116402,99.116402,99.09108,99.127373,RSD
JPY/EUR,2021-08-25,0.00775,0.007765,0.007724,0.007751,EUR
CHF/SEK,2021-08-25,9.5132,9.5313,9.5002,9.5122,SEK
CHF/CAD,2021-08-25,1.37902,1.38278,1.37748,1.37929,CAD
INR/USD,2021-08-25,0.013487,0.013496,0.013459,0.013487,USD
EUR/HNL,2021-08-25,27.389,27.443001,27.389,27.389,HNL
JPY/CHF,2021-08-25,0.832023,0.833556,0.8293,0.832189,CHF
GBP/LBP,2021-08-25,2026.933105,2055.82251,2026.933105,2026.376709,LBP
USD/HUF,2021-08-25,295.950012,297.395996,295.230011,296.0,HUF
GBP/ETB,2021-08-25,62.163239,62.262093,62.163239,62.145084,ETB
USD/RON,2021-08-25,4.1898,4.19952,4.1859,4.1901,RON
GBP/CHF,2021-08-25,1.25333,1.25596,1.25176,1.25325,CHF
AUD/CNY,2021-08-25,4.68715,4.698751,4.665325,4.685293,CNY
GBP/MAD,2021-08-25,11.924284,11.929076,11.924284,11.921149,MAD
CHF/TRY,2021-08-25,9.210446,9.214156,9.14892,9.20928,TRY
USD/MYR,2021-08-25,4.212,4.2128,4.2004,4.217,MYR
USD/ZAR,2021-08-25,14.9793,15.03605,14.894,14.9794,ZAR
USD/HNL,2021-08-25,23.326065,23.366184,23.326065,23.67,HNL
AUD/MYR,2021-08-25,3.053723,3.055743,3.04593,3.060232,MYR
USD/PKR,2021-08-25,163.980621,164.349213,163.980621,164.600006,PKR
EUR/MWK,2021-08-25,949.549988,950.47998,949.549988,949.549988,MWK
GBP/JOD,2021-08-25,0.969302,0.969735,0.968098,0.970174,JOD
GBP/KES,2021-08-25,148.60936,148.821228,148.60936,148.572891,KES
CHF/AED,2021-08-25,4.015001,4.021108,4.013321,4.023932,AED
GBP/HUF,2021-08-25,406.230011,407.809998,405.429993,406.23999,HUF
EUR/BGN,2021-08-25,1.9482,1.9487,1.9458,1.9485,BGN
GBP/COP,2021-08-25,5264.861328,5264.861328,5249.431641,5263.569824,COP
AUD/THB,2021-08-25,23.819012,23.903042,23.656452,23.810522,THB
CHF/HUF,2021-08-25,324.079987,325.01001,323.33548,324.099426,HUF
EUR/ILS,2021-08-25,3.7808,3.7998,3.7712,3.7808,ILS
USD/JPY,2021-08-25,109.741997,110.099998,109.684998,109.730003,JPY
AUD/EUR,2021-08-25,0.61676,0.6182,0.6164,0.61671,EUR
EUR/BAM,2021-08-25,1.94583,1.94583,1.94583,1.94583,BAM
CHF/CNY,2021-08-25,7.068306,7.084044,7.034496,7.077605,CNY
USD/PGK,2021-08-25,3.486307,3.488358,3.486307,3.475,PGK
EUR/IDR,2021-08-25,16660.822266,16900.0,16660.822266,16900.0,IDR
GBP/PAB,2021-08-25,1.342097,1.343351,1.342097,1.341768,PAB
USD/SLL,2021-08-25,10155.0,10155.0,10150.0,10155.0,SLL
AUD/CHF,2021-08-25,0.662058,0.664443,0.6607,0.66188,CHF
GBP/BGN,2021-08-25,2.275775,2.277815,2.27341,2.275341,BGN
GBP/RON,2021-08-25,5.756956,5.762607,5.747766,5.755341,USD
USD/SAR,2021-08-25,3.746113,3.7499,3.745371,3.746113,SAR
INR/NZD,2021-08-25,0.019427,0.019456,0.019329,0.019431,NZD
JPY/ILS,2021-08-25,0.029318,0.029465,0.029283,0.029316,ILS
INR/PKR,2021-08-25,2.211533,2.221204,2.211533,2.21243,PKR
